order,family,subfamily,genus,subgenus,species,spauthor,year_described,common_name,gaa_name,syn1,syn2,syn3,syn4,syn5,syn6,itis_names,iucn,isocc,Genus_species,Tympanic.membrane,Tympanic.annulus,Columella,Collapsed_SVL,Microhabitat,Source,alt_mean,alt_min,alt_max,latitude_mean,latitude_min,latitude_max,mean_temp,min_temp,max_temp,df,ActiveTime,ear
Anura,Batrachylidae,,Hylorina,,sylvatica,"Bell, 1843",NA,Emerald Forest Frog,Hylorina sylvatica,,NA,NA,NA,NA,NA,,Least Concern (LC),"CL,AR",Hylorina_sylvatica,1,1,1,66,terrestrial,IUCN 2014,788.2666667,32,1536,-40.78689667,-42.04778,-39.85083,81.4,65,107,1358,__,Y
Anura,Bombinatoridae,,Bombina,,bombina,"(Linnaeus, 1761)",NA,Fire-Bellied Toad,Bombina bombina,,NA,NA,NA,NA,NA,,Least Concern (LC),"AT,BY,BA,BG,HR,CZ,DK,DE,GR,HU,KZ,LV,LT,MD,PL,RO,RU,RS,SK,SI,SE,TR,UA",Bombina_bombina,0,0,0,50,aquatic,IUCN 2014,90.17872969,0,465,53.74175988,44.01556,55.75,79.80354505,50,117,530,D__,N
Anura,Brachycephalidae,,Brachycephalus,,brunneus,"Ribeiro, Alves, Haddad & Reis, 2005",2005,,Brachycephalus brunneus,,NA,NA,NA,NA,NA,,Least Concern (LC) - Provisional,BR,Brachycephalus_brunneus,0,0,0,0,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D__,N
Anura,Brachycephalidae,,Brachycephalus,,didactylus,"(Izecksohn, 1971)",NA,Izecksohn's Toad,Brachycephalus didactylus,,NA,NA,NA,NA,NA,,Vulnerable (VU) - Provisional,BR,Brachycephalus_didactylus,0,0,0,10.7,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D__,N
Anura,Brachycephalidae,,Brachycephalus,,ephippium,"(Spix, 1824)",NA,"Pumpkin Toadlet, Spix's Saddleback Toad, Botao de Ouro, Sapinho Dourado",Brachycephalus ephippium,Brachycephalus_atelopoide,NA,NA,NA,NA,NA,,Vulnerable (VU) - Provisional,BR,Brachycephalus_ephippium,0,0,0,19.7,terrestrial,IUCN 2014,472.5454545,4,1059,-22.86579,-23.41667,-22.31807,206.2727273,175,231,4350,D__,N
Anura,Brachycephalidae,,Brachycephalus,,ferruginus,"Alves, Ribeiro, Haddad & Reis, 2006",2006,,Brachycephalus ferruginus,,NA,NA,NA,NA,NA,,Least Concern (LC) - Provisional,BR,Brachycephalus_ferruginus,0,0,0,14.5,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D__,N
Anura,Brachycephalidae,,Brachycephalus,,hermogenesi,"(Giaretta & Sawaya, 1998)",NA,,Brachycephalus hermogenesi,,NA,NA,NA,NA,NA,,Vulnerable (VU) - Provisional,BR,Brachycephalus_hermogenesi,0,0,0,15,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,6800,__,N
Anura,Brachycephalidae,,Brachycephalus,,izecksohni,"Ribeiro, Alves, Haddad & Reis, 2005",2005,,Brachycephalus izecksohni,,NA,NA,NA,NA,NA,,Vulnerable (VU) - Provisional,BR,Brachycephalus_izecksohni,0,0,0,12.8,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,N
Anura,Brachycephalidae,,Brachycephalus,,nodoterga,"Miranda-Ribeiro, 1920",NA,Serra Cantareira Saddleback Toad,Brachycephalus nodoterga,,NA,NA,NA,NA,NA,,Vulnerable (VU) - Provisional,BR,Brachycephalus_nodoterga,0,0,0,13.4,terrestrial,IUCN 2014; Heyer et al. 1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,N
Anura,Brachycephalidae,,Brachycephalus,,pernix,"Pombal, Wistuba & Bornschein, 1998",1998,,Brachycephalus pernix,,NA,NA,NA,NA,NA,,Vulnerable (VU) - Provisional,BR,Brachycephalus_pernix,0,0,0,15.8,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D__,N
Anura,Brachycephalidae,,Brachycephalus,,pombali,"Alves, Ribeiro, Haddad & Reis, 2006",2006,,Brachycephalus pombali,,NA,NA,NA,NA,NA,,Data Deficient (DD),BR,Brachycephalus_pombali,0,0,0,15.3,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,N
Anura,Brachycephalidae,,Brachycephalus,,vertebralis,"Pombal, 2001",NA,,Brachycephalus vertebralis,,NA,NA,NA,NA,NA,,Data Deficient (DD),BR,Brachycephalus_vertebralis,0,0,0,15.1,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,N
Anura,Brachycephalidae,,Ischnocnema,,bolbodactyla,"(Lutz, 1925)",NA,,Ischnocnema bolbodactyla,Basanitia_bolbodactyla,_Eupemphix_bolbodactyla,_Eleutherodactylus_bolbodactylus,NA,NA,NA,"Basanitia bolbodactyla, Eupemphix bolbodactyla, Eleutherodactylus bolbodactylus",Least Concern (LC),BR,Ischnocnema_bolbodactyla,1,1,1inf,15.3,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Brachycephalidae,,Ischnocnema,,erythromera,"(Heyer, 1984)",NA,,Ischnocnema erythromera,Eleutherodactylus_erythromerus,NA,NA,NA,NA,NA,Eleutherodactylus erythromerus,Data Deficient (DD),BR,Ischnocnema_erythromera,1,1,1inf,0,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Brachycephalidae,,Ischnocnema,,guentheri,"(Steindachner, 1864)",NA,"Steindachner's Robber Frog; ra-da-mata, razinha, ra-do-folhiço.",Ischnocnema guentheri,Eleutherodactylus_guentheri,NA,NA,NA,NA,NA,Eleutherodactylus guentheri,Least Concern (LC),BR,Ischnocnema_guentheri,1,1,1,40,semi.arboreal,IUCN 2014; Heyer et al. 1990,495.3846154,4,1363,-23.18664154,-23.78333,-22.85,196.9230769,150,231,2600,_C_N,Y
Anura,Brachycephalidae,,Ischnocnema,,hoehnei,"(Lutz, 1958)",NA,,Ischnocnema hoehnei,Eleutherodactylus_hoehnei,NA,NA,NA,NA,NA,Eleutherodactylus hoehnei,Least Concern (LC),BR,Ischnocnema_hoehnei,1,1,1inf,29.4,semi.arboreal,IUCN 2014; Heyer et al. 1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Brachycephalidae,,Ischnocnema,,holti,"(Cochran, 1948)",NA,,Ischnocnema holti,Eleutherodactylus_holti,_Eleutherodactylus_unistrigatus_holti,NA,NA,NA,NA,"Eleutherodactylus holti, Eleutherodactylus unistrigatus holti",Data Deficient (DD),BR,Ischnocnema_holti,0,1,1inf,31.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D__N,Y
Anura,Brachycephalidae,,Ischnocnema,,izecksohni,"(Caramaschi & Kisteumacher, 1989)",NA,,Ischnocnema izecksohni,Eleutherodactylus_izecksohni,NA,NA,NA,NA,NA,Eleutherodactylus izecksohni,Data Deficient (DD),BR,Ischnocnema_izecksohni,1,1,1inf,0,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,2437.5,__,Y
Anura,Brachycephalidae,,Ischnocnema,,juipoca,"(Sazima & Cardoso, 1978)",NA,,Ischnocnema juipoca,Eleutherodactylus_juipoca,NA,NA,NA,NA,NA,Eleutherodactylus juipoca,Least Concern (LC),BR,Ischnocnema_juipoca,1,1,1inf,26.26,semi.arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,3300,_C_N,Y
Anura,Brachycephalidae,,Ischnocnema,,lactea,"(Miranda-Ribeiro, 1923)",NA,,Ischnocnema lactea,Basanitia_lactea,_Eleutherodactylus_lacteus,NA,NA,NA,NA,"Basanitia lactea, Eleutherodactylus lacteus",Least Concern (LC),BR,Ischnocnema_lactea,1,1,1inf,32,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Brachycephalidae,,Ischnocnema,,nasuta,"(Lutz, 1925)",NA,,Ischnocnema nasuta,Eleutherodactylus_nasutus,NA,NA,NA,NA,NA,Eleutherodactylus nasutus,Least Concern (LC),BR,Ischnocnema_nasuta,1,1,1,33,arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Brachycephalidae,,Ischnocnema,,octavioi,"(Bokermann, 1965)",NA,,Ischnocnema octavioi,Eleutherodactylus_octavioi,NA,NA,NA,NA,NA,Eleutherodactylus octavioi,Least Concern (LC),BR,Ischnocnema_octavioi,1,1,1,24.3,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,_C_N,Y
Anura,Brachycephalidae,,Ischnocnema,,oea,"(Heyer, 1984)",NA,,Ischnocnema oea,Eleutherodactylus_oeus,NA,NA,NA,NA,NA,Eleutherodactylus oeus,Near Threatened (NT),BR,Ischnocnema_oea,1,1,1inf,0,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D__N,Y
Anura,Brachycephalidae,,Ischnocnema,,parva,"(Girard, 1853)",NA,,Ischnocnema parva,Eleutherodactylus_parvus,_Leptodactylus_pumilio,_Phrynanodus_nanus,NA,NA,NA,"Eleutherodactylus parvus, Leptodactylus pumilio, Phrynanodus nanus",Least Concern (LC),BR,Ischnocnema_parva,1,1,1,25.5,terrestrial,IUCN 2014; Heyer et al. 1990,519.8,22,1363,-23.086364,-23.53333,-22.9,199,150,231,2929,D_C_N,Y
Anura,Brachycephalidae,,Ischnocnema,,sambaqui,"(Castanho & Haddad, 2000)",NA,,Ischnocnema sambaqui,Eleutherodactylus_sambaqui,NA,NA,NA,NA,NA,Eleutherodactylus sambaqui,Data Deficient (DD),BR,Ischnocnema_sambaqui,1,1,1inf,40,semi.arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,2050,__,Y
Anura,Brachycephalidae,,Ischnocnema,,venancioi,"(Lutz, 1958)",NA,,Ischnocnema venancioi,Eleutherodactylus_venancioi,NA,NA,NA,NA,NA,Eleutherodactylus venancioi,Least Concern (LC),BR,Ischnocnema_venancioi,1,1,1,0,semi.arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Brachycephalidae,,Ischnocnema,,verrucosa,"(Reinhardt & Lütken, 1862)",NA,,Ischnocnema verrucosa,Eupsophus_versus,_Pleurodema_verrucosa,NA,NA,NA,NA,"Eupsophus versus, Pleurodema verrucosa",Data Deficient (DD),BR,Ischnocnema_verrucosa,1,1,1inf,24,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,3800,__,Y
Anura,Brevicipitidae,,Balebreviceps,,hillmani,"Largen & Drewes, 1989",NA,,Balebreviceps hillmani,,NA,NA,NA,NA,NA,,Critically Endangered (CR),ET,Balebreviceps_hillmani,0,0,0,53,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D__,N
Anura,Brevicipitidae,,Breviceps,,mossambicus,"Peters, 1854",1854,English: Mozambique rain frog; Zulu: Isinana saseMozambique,Breviceps mossambicus,,NA,NA,NA,NA,NA,,Least Concern (LC),"BW,CD,MW,MZ,ZA,SZ,TZ,ZM,ZW",Breviceps_mossambicus,0,1,1,52,NA,NA,826.75,16,2568,-19.6737165,-29.333,-6.81667,202.875,144,264,2600,__,Y
Anura,Brevicipitidae,,Callulina,,kreffti,"Nieden, 1911",NA,,Callulina kreffti,,NA,NA,NA,NA,NA,,Least Concern (LC),"KE,TZ",Callulina_kreffti,1,1,1,47,semi.arboreal,IUCN 2014,1291.857143,716,2568,-5.790347143,-7.16667,-4.9,201.7142857,167,214,2200,__,Y
Anura,Brevicipitidae,,Probreviceps,,loveridgei,"Parker, 1931",2004,,Probreviceps loveridgei,,NA,NA,NA,NA,NA,,Endangered (EN),TZ,Probreviceps_loveridgei,0,1,1,46,semi.burrowing,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,1680,__,Y
Anura,Brevicipitidae,,Probreviceps,,macrodactylus,"(Nieden, 1926)",NA,,Probreviceps macrodactylus,,NA,NA,NA,NA,NA,,Endangered (EN),TZ,Probreviceps_macrodactylus,0,1,1,65,semi.burrowing,IUCN 2014,1093.285714,716,1824,-5.181078571,-6.11667,-4.86667,205.8571429,167,232,1900,__,Y
Anura,Brevicipitidae,,Probreviceps,,rungwensis,"Loveridge, 1932",2003,,Probreviceps rungwensis,,NA,NA,NA,NA,NA,,Endangered (EN),TZ,Probreviceps_rungwensis,0,1,1,60,semi.burrowing,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Brevicipitidae,,Probreviceps,,uluguruensis,"(Loveridge, 1925)",NA,,Probreviceps uluguruensis,,NA,NA,NA,NA,NA,,Endangered (EN),TZ,Probreviceps_uluguruensis,0,1,1,45,semi.burrowing,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,__,Y
Anura,Brevicipitidae,,Spelaeophryne,,methneri,"Ahl, 1924",NA,,Spelaeophryne methneri,,NA,NA,NA,NA,NA,,Least Concern (LC),TZ,Spelaeophryne_methneri,?,1,1,53,burrowing,IUCN 2014,1322,874,2568,-9.440106,-10.85,-7.16667,201.2,167,222,NA,D__,Y
Anura,Bufonidae,,Adenomus,,kandianus,"(Günther, 1872)",1872,,Adenomus kandianus,Adenomus_dasi,NA,NA,NA,NA,NA,,Endangered (EN),LK,Adenomus_kandianus,0,1,1,NA,torrential,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__N,Y
Anura,Bufonidae,,Adenomus,,kelaartii,"(Günther, 1858)",NA,Kelaart`s Dwarf Toad,Adenomus kelaartii,,NA,NA,NA,NA,NA,,Vulnerable (VU),LK,Adenomus_kelaartii,0,1,1,50,semi.arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D__N,Y
Anura,Bufonidae,,Altiphrynoides,,malcolmi,"(Grandison, 1978)",NA,Malcolm's Ethiopian Toad,Altiphrynoides malcolmi,,NA,NA,NA,NA,NA,,Endangered (EN),ET,Altiphrynoides_malcolmi,0,0,0,31.5,terrestrial,IUCN 2014,3838,3838,3838,6.78333,6.78333,6.78333,87,87,87,NA,D__,N
Anura,Bufonidae,,Altiphrynoides,,osgoodi,"(Loveridge, 1932)",NA,Osgood’s Ethiopian Toad,Altiphrynoides osgoodi,Spinophrynoides_osgoodi,NA,NA,NA,NA,NA,Spinophrynoides osgoodi,Critically Endangered (CR),ET,Altiphrynoides_osgoodi,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,N
Anura,Bufonidae,,Amazophrynella,,minuta,"(Melin, 1941)",NA,,Amazophrynella minuta,Atelopus_minutus,NA,NA,NA,NA,NA,Atelopus minutus,Least Concern (LC),"BR,CO,VE",Amazophrynella_minuta,0,0,0,24,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,4200,__,N
Anura,Bufonidae,,Anaxyrus,,americanus,"(Holbrook, 1836)",NA,"American Toad, Eastern American Toad (<i>A. a. americanus</i>), Dwarf American Toad (<i>A. a. charlesmithi</i>)",Anaxyrus americanus,Bufo_americanus,_Anaxyrus_americanus_americanus,NA,NA,NA,NA,Anaxyrus americanus americanus,Least Concern (LC),"US,CA",Anaxyrus_americanus,1,1,1,111,semi.burrowing,IUCN 2014; Jensen et al. 2008,268.4920814,0,1438,42.37016688,32.24406477,54.36667,81.38063063,-41,184,1714.4,__N,Y
Anura,Bufonidae,,Anaxyrus,,baxteri,"(Porter, 1968)",NA,Wyoming Toad,Anaxyrus baxteri,Bufo_hemiophrys_baxteri,_Bufo_baxteri,NA,NA,NA,NA,"Bufo hemiophrys baxteri, Bufo baxteri",Extinct in the Wild (EW),US,Anaxyrus_baxteri,1,1,1inf,66,terrestrial,Dodd 2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663,__,Y
Anura,Bufonidae,,Anaxyrus,,boreas,"(Baird & Girard, 1852)",NA,"Western Toad, Boreal Toad (<i>B. b. boreas</i>), California Toad (<i>B. b. halophilus</i>)",Anaxyrus boreas,Bufo_boreas,_Bufo_politus,NA,NA,NA,NA,"Bufo boreas, Bufo politus",Least Concern (LC),"US,CA,MX",Anaxyrus_boreas,1,1,1,125,semi.burrowing,IUCN 2014,897.8685315,-2,3848,40.45736095,29.98333,61.16293045,102.5766017,-48,193,1285,_C_,Y
Anura,Bufonidae,,Anaxyrus,,californicus,"(Camp, 1915)",NA,"Arroyo Toad, Arroyo Southwestern Toad",Anaxyrus californicus,Bufo_microscaphus_californicus,_Bufo_cognatus_californicus,_Bufo_californicus,NA,NA,NA,"Bufo microscaphus californicus, Bufo cognatus californicus, Bufo californicus",Endangered (EN),"US,MX",Anaxyrus_californicus,1,1,1inf,81,semi.burrowing,IUCN 2014,658.6909091,16,2177,33.00215555,30.74685,35.92715,154.4545455,90,181,1537,_C_,Y
Anura,Bufonidae,,Anaxyrus,,canorus,"(Camp, 1916)",NA,Yosemite Toad,Anaxyrus canorus,Bufo_canorus,NA,NA,NA,NA,NA,Bufo canorus,Endangered (EN),US,Anaxyrus_canorus,1,1,1,69,terrestrial,IUCN 2014,2802.514085,1235,3727,37.88528829,37.21893,38.68181231,27.02112676,-10,92,1500,_C_,Y
Anura,Bufonidae,,Anaxyrus,,cognatus,"(Say, 1822)",NA,Great Plains Toad,Anaxyrus cognatus,Bufo_cognatus,NA,NA,NA,NA,NA,Bufo cognatus,Least Concern (LC),"US,MX,CA",Anaxyrus_cognatus,1,1,1,115,semi.burrowing,IUCN 2014,946.038858,-62,2619,34.38247968,22.41047555,50.95,152.6732752,35,259,2307.2,D__,Y
Anura,Bufonidae,,Anaxyrus,,compactilis,"(Wiegmann, 1833)",NA,,Anaxyrus compactilis,Bufo_compactilis,NA,NA,NA,NA,NA,Bufo compactilis,Least Concern (LC),MX,Anaxyrus_compactilis,1,1,1inf,NA,NA,NA,1911.794118,1354,3164,20.73025051,19.30151,23.55041818,176.2941176,105,209,NA,D__,Y
Anura,Bufonidae,,Anaxyrus,,debilis,"(Girard, 1854)",NA,"Green Toad, Eastern Green Toad (<i>B. d. debilis</i>), Western Green Toad (<i>B. d. insidior</i>)",Anaxyrus debilis,Anaxyrus_debilis_debilis,NA,NA,NA,NA,NA,Anaxyrus debilis debilis,Least Concern (LC),"US,MX",Anaxyrus_debilis,1,1,1,54,semi.burrowing,IUCN 2014,938.4294118,16,2204,31.92035391,23.16702,38.93675385,167.9205882,112,230,3370,__,Y
Anura,Bufonidae,,Anaxyrus,,exsul,"(Myers, 1942)",NA,Black Toad,Anaxyrus exsul,Bufo_exsul,NA,NA,NA,NA,NA,Bufo exsul,Vulnerable (VU),US,Anaxyrus_exsul,0,1,1,71,semi.aquatic,IUCN 2014,1636,1538,1685,37.32474349,37.31233557,37.33111,103.6666667,98,115,1187,D__N,Y
Anura,Bufonidae,,Anaxyrus,,fowleri,"(Hinckley, 1882)",NA,Fowler's Toad,Anaxyrus fowleri,Bufo_woodhousii_fowleri,_Bufo_fowleri,_Bufo_woodhousii_velatus,NA,NA,NA,"Bufo woodhousii fowleri, Bufo fowleri, Bufo woodhousii velatus",Least Concern (LC),"CA,US",Anaxyrus_fowleri,1,1,1,95,semi.burrowing,IUCN 2014; Jensen et al. 2008,154.1816667,1,1193,36.99659255,29.91439,43.1667,137.6445183,67,204,1900,__,Y
Anura,Bufonidae,,Anaxyrus,,hemiophrys,"(Cope, 1886)",NA,Canadian Toad,Anaxyrus hemiophrys,Bufo_hemiophrys,_Bufo_hemiophrys_hemiophrys,_Bufo_woodhousei_hemiophrys,NA,NA,NA,"Bufo hemiophrys, Bufo hemiophrys hemiophrys, Bufo woodhousei hemiophrys",Least Concern (LC),"US,CA",Anaxyrus_hemiophrys,1,1,1inf,83,semi.burrowing,IUCN 2014,501.8861284,216,1057,51.67244534,45.30944,58.86667,19.62732919,-23,64,1700.1,__N,Y
Anura,Bufonidae,,Anaxyrus,,houstonensis,"(Sanders, 1953)",NA,Houston Toad,Anaxyrus houstonensis,Bufo_houstonensis,NA,NA,NA,NA,NA,Bufo houstonensis,Endangered (EN),US,Anaxyrus_houstonensis,1,1,1,80,terrestrial,IUCN 2014,126.1666667,30,178,30.10268167,29.36056,31.07722,197.6666667,193,203,2083.6,__N,Y
Anura,Bufonidae,,Anaxyrus,,kelloggi,"(Taylor, 1938)",NA,Little Mexican Toad,Anaxyrus kelloggi,Bufo_kelloggi,NA,NA,NA,NA,NA,Bufo kelloggi,Least Concern (LC),MX,Anaxyrus_kelloggi,?,1,1inf,NA,terrestrial,AmphibiaWeb 2016,108.8301887,1,477,25.868496,21.69049397,29.51015386,245.9433962,221,255,NA,__,Y
Anura,Bufonidae,,Anaxyrus,,mexicanus,"(Brocchi, 1879)",NA,,Anaxyrus mexicanus,Bufo_mexicanus,NA,NA,NA,NA,NA,Bufo mexicanus,Least Concern (LC),MX,Anaxyrus_mexicanus,1,1,1inf,NA,NA,NA,2433.363636,1824,2709,26.77766752,23.68040446,30.01479004,122.8181818,108,146,NA,__,Y
Anura,Bufonidae,,Anaxyrus,,microscaphus,"(Cope, 1867)",NA,Arizona Toad,Anaxyrus microscaphus,Bufo_microscaphus,_Bufo_microscaphus_microscaphus,NA,NA,NA,NA,"Bufo microscaphus, Bufo microscaphus microscaphus",Least Concern (LC),US,Anaxyrus_microscaphus,1,1,1,81,terrestrial,Dodd 2013,1524.367089,252,2610,35.34724376,32.79877,37.6146844,122.7974684,61,212,1300.2,__,Y
Anura,Bufonidae,,Anaxyrus,,nelsoni,"(Stejneger, 1893)",NA,Amargosa Toad,Anaxyrus nelsoni,Bufo_boreas_nelsoni,_Bufo_nelsoni,_Bufo_halophilus_nelsoni,NA,NA,NA,"Bufo boreas nelsoni, Bufo nelsoni, Bufo halophilus nelsoni",Endangered (EN),US,Anaxyrus_nelsoni,1,1,1inf,111.76,terrestrial,Dodd 2013,1112.222222,1027,1181,36.9850446,36.91876398,37.02024185,155.4444444,153,159,1051,__,Y
Anura,Bufonidae,,Anaxyrus,,punctatus,"(Baird & Girard, 1852)",NA,Red-Spotted Toad,Anaxyrus punctatus,Bufo_punctatus,NA,NA,NA,NA,NA,Bufo punctatus,Least Concern (LC),"US,MX",Anaxyrus_punctatus,1,1,1,76,terrestrial,IUCN 2014,925.4580838,-64,3034,31.34947743,20.86054964,38.6522,175.5882353,65,253,2408,__,Y
Anura,Bufonidae,,Anaxyrus,,quercicus,"(Holbrook, 1840)",NA,Oak Toad,Anaxyrus quercicus,Bufo_quercicus,NA,NA,NA,NA,NA,Bufo quercicus,Least Concern (LC),US,Anaxyrus_quercicus,1,1,1,33,semi.burrowing,IUCN 2014,26.86065574,0,148,31.29130817,25.38235,36.67952,193.0080972,148,242,4193,__,Y
Anura,Bufonidae,,Anaxyrus,,retiformis,"(Sanders & Smith, 1951)",NA,Sonoran Green Toad,Anaxyrus retiformis,Bufo_retiformis,_Bufo_debilis_retiformis,NA,NA,NA,NA,"Bufo retiformis, Bufo debilis retiformis",Least Concern (LC),"US,MX",Anaxyrus_retiformis,?,1,1inf,60,terrestrial,Dodd 2013,635.1794872,201,866,31.33683009,28.82015,32.48504913,204.5897436,191,242,3114.6,__,Y
Anura,Bufonidae,,Anaxyrus,,speciosus,"(Girard, 1854)",NA,Texas Toad,Anaxyrus speciosus,Bufo_speciosus,NA,NA,NA,NA,NA,Bufo speciosus,Least Concern (LC),"US,MX",Anaxyrus_speciosus,1,1,1inf,92,semi.burrowing,IUCN 2014,570.1080617,5,2565,31.01536848,23.77042815,36.82383,186.0102916,117,244,2620.6,__,Y
Anura,Bufonidae,,Anaxyrus,,terrestris,"(Bonnaterre, 1789)",NA,Southern Toad,Anaxyrus terrestris,Bufo_terrestris,_Rana_terrestris,_Buffo_clamosus,NA,NA,NA,"Bufo terrestris, Rana terrestris, Buffo clamosus",Least Concern (LC),US,Anaxyrus_terrestris,1,1,1,116.3,terrestrial,Dodd 2013,33.94488189,-4,210,32.53417352,25.2832,36.91337,182.8036411,146,242,2138.4,__,Y
Anura,Bufonidae,,Anaxyrus,,woodhousii,"(Girard, 1854)",NA,"Woodhouse's Toad, Southwestern Woodhouse's Toad (<i>B. w. australis</i>), East Texas Toad (<i>B. w. velatus</i>), Rocky Mountain Toad or Woodhouse's Toad (<i>B. w. woodhousii</i>),",Anaxyrus woodhousii,Anaxyrus_woodhousii_woodhousii,_Bufo_woodhousii_woodhousii,NA,NA,NA,NA,Anaxyrus woodhousii woodhousii,Least Concern (LC),"US,MX,CA",Anaxyrus_woodhousii,1,1,1,127,semi.burrowing,IUCN 2014,864.1207921,-68,3601,35.75075609,27.15361,47.108,143.6937294,-6,233,1968.7,__,Y
Anura,Bufonidae,,Ansonia,,albomaculata,"Inger, 1960",NA,,Ansonia albomaculata,,NA,NA,NA,NA,NA,,Least Concern (LC),"MY,ID",Ansonia_albomaculata,0,1,1inf,35,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Ansonia,,echinata,"Inger & Stuebing, 2009",2009,,,,NA,NA,NA,NA,NA,,Vulnerable (VU),MY,Ansonia_echinata,0,1,1inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Ansonia,,endauensis,"Grismer, 2006",2006,,Ansonia endauensis,,NA,NA,NA,NA,NA,,Near Threatened (NT),MY,Ansonia_endauensis,1,1,1inf,28.5,semi.arboreal,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__N,Y
Anura,Bufonidae,,Ansonia,,fuliginea,"(Mocquard, 1890)",NA,,Ansonia fuliginea,Ansonia_altitudinis,_Bufo_fuligineus,_Nectophryne_altitudinis,NA,NA,NA,"Ansonia altitudinis, Bufo fuligineus, Nectophryne altitudinis",Least Concern (LC),MY,Ansonia_fuliginea,1,1,1inf,44,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Ansonia,,glandulosa,"Iskandar & Mumpuni, 2004",2004,,Ansonia glandulosa,,NA,NA,NA,NA,NA,,Least Concern (LC),ID,Ansonia_glandulosa,1,1,1inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Ansonia,,guibei,"Inger, 1966",NA,,Ansonia guibei,,NA,NA,NA,NA,NA,,Critically Endangered (CR),MY,Ansonia_guibei,1,1,1inf,34,terrestrial,IUCN 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__,Y
Anura,Bufonidae,,Ansonia,,hanitschi,"Inger, 1960",NA,,Ansonia hanitschi,,NA,NA,NA,NA,NA,,Least Concern (LC),MY,Ansonia_hanitschi,1,1,1inf,37,terrestrial,IUCN 2014,3886,3886,3886,6.08004,6.08004,6.08004,101,101,101,5700,__,Y
Anura,Bufonidae,,Ansonia,,inthanon,"Matsui, Nabhitabhata & Panha, 1998",NA,,Ansonia inthanon,,NA,NA,NA,NA,NA,,Least Concern (LC),TH,Ansonia_inthanon,1,1,1inf,25.2,arboreal,AmphibiaWeb 2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,__N,Y
